fig_num,quantity,name_mfig,num_parts_mfig,id,set_num,name_set,year,theme_id
fig-004468,1,"Man - White Torso with Blue/Red Stripes, Black Legs",4,13464,6391-1,Cargo Center,1984,67
fig-000720,2,"Man, Blue Overalls, Blue Cap - 3626a Head",4,13464,6391-1,Cargo Center,1984,67
fig-008754,1,"Man, Black Jacket with Zipper, Brown Hair",4,9799,6373-1,Motorcycle Shop,1984,67
fig-008766,1,"Woman, Plain Blue, Brown Hair",4,15048,6622-1,Mailman on Motorcycle,1984,67
fig-000742,1,"Classic Spaceman, Blue with Airtanks (3842b Helmet)",5,2209,6824-1,Space Dart I,1984,130
fig-000745,1,"Classic Spaceman, Red with Airtanks (3842b Helmet)",5,14291,6871-1,Star Patrol Launcher,1984,130
fig-000263,1,"Classic Spaceman, White with Airtanks (3842b Helmet)",5,14291,6871-1,Star Patrol Launcher,1984,130
fig-004569,1,Archer (Crusader Axe) - Blue Legs,5,5613,6061-1,Siege Tower,1984,199
fig-006561,1,"Knight (Breastplate on Red) - Blue Legs, Red Plume",5,5613,6061-1,Siege Tower,1984,199
fig-008767,1,"Postal Worker, Red Shirt with Horn Logo, Red Legs, Red Helmet",4,15048,6622-1,Mailman on Motorcycle,1984,67
fig-000644,1,"Peasant - Light Gray Legs, Brown Hood",4,7288,6010-1,Supply Wagon,1984,199
fig-004524,1,Blacksmith - Plastic Apron,5,4258,6040-1,Blacksmith Shop,1984,199
fig-004574,1,Archer (Crusader Axe) - Red Legs,5,2110,6022-1,Horse Cart,1984,199
fig-004570,4,"Archer (Crusader Lion) - Red Legs, Black Chin-Guard",5,15807,6080-1,King's Castle,1984,199
fig-000181,1,"Man, White Torso with Red and Blue Stripes, White Legs, Red Helmet",4,10873,6605-1,Road Racer,1984,67
fig-000731,1,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Blue Hard Hat",4,2566,6686-1,Backhoe,1984,67
fig-006563,1,"Knight (Breastplate on Red) - Blue Legs, White Plume",6,15807,6080-1,King's Castle,1984,199
fig-006564,1,"Knight (Breastplate on Red) - Blue Legs, Yellow Plume, Plastic Cape",6,15807,6080-1,King's Castle,1984,199
fig-008763,1,"Woman, White Top with Large Red Stripe and 2 Blue Stripes, Red Legs, Red Hair",4,1549,6694-1,Car with Camper,1984,67
fig-010409,1,Classic Space Droid - Blue with Black Antenna,9,3416,6891-1,Gamma V Laser Craft,1985,130
fig-001382,1,"Classic Spaceman, Black with Airtanks (3842b Helmet)",5,118014,6882-1,Walking Astro Grappler,1985,130
fig-008297,1,"Man, Blue Jacket with Tie and Three Buttons, Light Gray Legs, Black Hair",4,859,1067-1,Community Vehicles,1985,507
fig-001197,1,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet (3842b Helmet)",4,2779,6657-1,Fire Patrol Copter,1985,67
fig-010408,1,"Classic Space Droid - Black and Grey, Hinge Base",10,89840,6872-1,Xenon X-Craft,1985,130
fig-011082,1,"Classic Spaceman, Plain Yellow with Airtanks (3842b Helmet)",5,89840,6872-1,Xenon X-Craft,1985,130
fig-001148,1,"White Torso, Blue Overalls, Brown Hair (3626a Head)",4,10195,6369-1,Garage,1985,67
fig-004398,1,"Man - blue Torso, Red Legs",4,12736,540-1,Basic Building Set,1985,467
fig-004399,1,"Woman - Black Torso, White Legs",4,12736,540-1,Basic Building Set,1985,467
fig-004387,1,"Man - Blue Torso, Black Legs",4,15529,730-2,Basic Building Set,1985,467
fig-004388,1,"Woman - White Torso, Red Legs",4,15529,730-2,Basic Building Set,1985,467
fig-009475,1,"Blue Torso, Light Grey Legs, Blue Hat",4,859,1067-1,Community Vehicles,1985,507
fig-009474,1,"Black Torso, White Legs, White Cap",4,859,1067-1,Community Vehicles,1985,507
fig-009473,1,"White Torso, Blue Legs, Red Cap (3626a Head)",4,859,1067-1,Community Vehicles,1985,507
fig-009472,1,"Woman, Red Torso, Red Legs,  Brown Hair (3626a Head)",10,859,1067-1,Community Vehicles,1985,507
fig-009471,1,"White Torso, White Legs, Red Helmet",4,859,1067-1,Community Vehicles,1985,507
fig-009469,1,"Red Torso, Black Legs, Black Hair",4,859,1067-1,Community Vehicles,1985,507
fig-009468,1,"Doctor - White Legs, Red Hair",4,859,1067-1,Community Vehicles,1985,507
fig-008894,1,"Postal Worker, Red Shirt with Horn Logo, Red Legs, Black Hat",4,859,1067-1,Community Vehicles,1985,507
fig-008768,1,"Woman, Red and White Striped Shirt, Blue Legs, Brown Hair",4,859,1067-1,Community Vehicles,1985,507
fig-000721,1,"Man, Blue Overalls, Black Hair (3626a Head)",4,859,1067-1,Community Vehicles,1985,507
fig-009470,1,"Black Torso, Red Legs, Red Helmet",4,859,1067-1,Community Vehicles,1985,507
fig-010412,1,Classic Space Droid - Blue and Grey,12,117687,6952-1,Solar Power Transporter,1985,130
fig-006905,1,"Classic Spaceman, White with Blue Jet Pack",10,117687,6952-1,Solar Power Transporter,1985,130
fig-010410,1,"Classic Space Droid - Black, Hinge Base Trans-Yellow Eyes",12,1756,6931-1,FX Star Patroller,1985,130
fig-010413,1,"Classic Space Droid - Black, Rocket Base",5,12455,6807-1,Space Sledge with Astronaut and Robot,1985,130
fig-006886,1,"Knight (Black Falcons) - Black Legs, Chin-Protector",4,14177,6102-1,Castle Mini Figures,1985,202
fig-004547,1,Archer (Crusader Lion) - Blue Legs,5,14177,6102-1,Castle Mini Figures,1985,202
fig-008157,1,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, White Helmet, Yellow Vest",5,24364,6697-1,Rescue-I Helicopter,1985,67
fig-009037,1,"Man, Black Vest over Blue Shirt, Light Gray Legs, Black Hair",4,13664,6368-1,Jet Airliner,1985,67
fig-008218,1,"Pilot, Black Suit with Tie and Airplane Badge, Black Hat (3626a Head)",4,13664,6368-1,Jet Airliner,1985,67
fig-001132,1,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Light Gray Cowboy Hat",4,14794,1552-1,Maersk Line Container Truck,1985,67
fig-008010,1,"Woman, Blue and White Stripe Shirt, Blue Legs, Brown Hair",4,7920,6385-1,Fire House-I,1985,67
fig-000990,1,"Fireman, Classic, Black Fire Jacket with Red Belt and Buttons, White Helmet, White Airtanks",5,7920,6385-1,Fire House-I,1985,67
fig-001185,1,"Man - White Torso, White Legs, Red Hat",4,9795,1546-1,Airplane,1985,466
fig-000104,1,"Racer, Plain Black, White Helmet (3842b Helmet)",4,16416,6604-1,Formula-I Racer,1985,67
fig-000675,1,"Man, Black Overalls, Red Hard Hat (3626a Head)",4,28038,6682-1,Cement Mixer,1985,67
fig-000004,1,Basic Figure,4,2694,1520-1,Basic Set with Storage Case,1985,467
fig-004389,1,"Woman - Red Torso, Light Gray Legs",4,8905,550-1,Basic Building Set,1985,467
fig-000207,1,"Man, White Top with Large Red Stripe and 2 Blue Stripes, Blue Legs, Brown Hair",4,1419,6633-1,Family Car,1985,67
fig-008995,1,"Woman, Blue and White Stripe Shirt, Blue Legs, Red Hair",4,92870,6370-1,Weekend Home,1985,67
fig-008994,1,"Man, Red and White Striped Shirt, Black Legs, Black Hair",4,92870,6370-1,Weekend Home,1985,67
fig-009034,1,"Man, Blue Jacket with Zipper, Blue Legs, Red Helmet",4,130491,6392-1,Airport,1985,67
fig-009033,1,"Man, White Shirt with Airplane, White Legs, Black Hair",4,130491,6392-1,Airport,1985,67
fig-000815,1,"Blue Torso, White Legs, Red Hat",4,7135,520-16,Basic Building Set,1985,467
fig-009032,1,"Woman, White Shirt with Airplane, Red Legs, Black Hair",4,130491,6392-1,Airport,1985,67
fig-008156,1,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, White Helmet",4,24364,6697-1,Rescue-I Helicopter,1985,67
fig-008220,1,"Doctor, White Jacket with Red Cross, White Legs, Brown Hair",4,5411,1063-1,Community Workers,1985,533
fig-008885,1,"Man, Blue Jacket with Highway Logo, Black Legs, Red Hard Hat",4,5411,1063-1,Community Workers,1985,533
fig-001134,1,"Policeman, Black Jacket with Zipper and Badge, White Helmet (3842b Helmet)",4,5411,1063-1,Community Workers,1985,533
fig-008886,1,"Man, Blue Jacket with Highway Logo, Light Gray Legs, Black Hat",4,5411,1063-1,Community Workers,1985,533
fig-008887,1,"Woman, Red and White Striped Shirt, Blue Legs, Red Hair",4,5411,1063-1,Community Workers,1985,533
fig-008888,1,"Woman, Red and White Striped Shirt, Red Legs, Black Hair",4,5411,1063-1,Community Workers,1985,533
fig-008889,1,"Woman, Red Jacket with Zipper and Pockets, Black Legs, Black Hair",4,5411,1063-1,Community Workers,1985,533
fig-008890,1,"Man, Red Jacket with Zipper and Pockets, White Legs, Blue Cap",4,5411,1063-1,Community Workers,1985,533
fig-008891,1,"Man, White Jacket with Zipper, Blue Legs, Blue Helmet",4,5411,1063-1,Community Workers,1985,533
fig-008892,1,"Man, White Jacket with Zipper, White Legs, Blue Helmet",4,5411,1063-1,Community Workers,1985,533
fig-008893,1,"Woman, Blue Overalls, Red Hair",4,5411,1063-1,Community Workers,1985,533
fig-008895,1,"Woman, Black Vest over Blue Top, Red Legs, Red Hair",4,5411,1063-1,Community Workers,1985,533
fig-008896,1,"Woman, Black Vest over Blue Top, White Legs, Brown Hair",4,5411,1063-1,Community Workers,1985,533
fig-008897,1,"Man, Black Jacket over Red Shirt, Light Gray Legs, Red Hard Hat",4,5411,1063-1,Community Workers,1985,533
fig-008898,1,"Man, Blue Jacket with Tie and Three Buttons, Light Gray Legs, Brown Hair",4,5411,1063-1,Community Workers,1985,533
fig-008899,1,"Man, Blue Jacket with Tie and Three Buttons, White Legs, White Hat",4,5411,1063-1,Community Workers,1985,533
fig-008900,1,"Woman, White Top with Large Red Stripe and 2 Blue Stripes, Blue Legs, Black Hair",4,5411,1063-1,Community Workers,1985,533
fig-008901,1,"Woman, White Top with Large Red Stripe and 2 Blue Stripes, Red Legs, Brown Hair",4,5411,1063-1,Community Workers,1985,533
fig-006893,1,"Archer (Black Falcon) - Black Legs, Red Hips, Chin-Guard",5,14177,6102-1,Castle Mini Figures,1985,202
fig-010405,1,Classic Space Droid - Blue,10,9847,1968-1,Space Express,1985,130
fig-000215,1,"Chef, Red Neckerchief, Blue Legs, Red Cap",4,6861,6601-1,Ice Cream Cart,1985,67
fig-009006,1,"Man, White Shirt with Airplane, White Legs, Red Cap",4,130491,6392-1,Airport,1985,67
fig-009035,1,"Man, Blue Jacket with Tie and Three Buttons, Black Legs, Black Hair (3626a Head)",4,130491,6392-1,Airport,1985,67
fig-008298,1,"Woman, Blue and White Stripe Shirt, Blue Legs, Black Hair",4,130491,6392-1,Airport,1985,67
fig-005117,1,"Man - Red Torso, Blue Legs, Light grey Cowboy Head",4,3746,7745-1,High-Speed City Express Passenger Train,1985,234
fig-006562,1,"Knight (Breastplate on Red) - Blue Legs, Red Plume, Plastic Cape",6,15312,6055-1,Prisoner Convoy,1985,199
fig-006791,1,"Peasant - Red Legs, Black Hood",4,15312,6055-1,Prisoner Convoy,1985,199
fig-004575,1,"Knight (Crusader Axe) - Red Legs, Plastic Cape",5,75593,6055-1,Prisoner Convoy,1985,199
fig-000714,1,"Construction Worker, Blue Jacket with Highway Logo, Blue Legs, Red Hard Hat",4,11634,6603-1,Shovel Truck,1985,67
fig-008219,1,"Woman, Blue Torso with White Arms, Blue Legs, Black Hair",4,15602,6688-1,Ambulance,1985,67
fig-000774,1,"Man - Black Torso, Blue Pants",4,76009,720-1,Basic Building Set,1985,467
fig-004469,1,"Woman - Red Torso, Blue Legs",4,3746,7745-1,High-Speed City Express Passenger Train,1985,234
fig-000127,1,"Construction Worker, Blue Overalls, Red Hard Hat",4,8873,6377-1,Delivery Center,1985,67
fig-000221,2,"Man, Blue Overalls, Red Cap (3626a Head)",4,8873,6377-1,Delivery Center,1985,67
fig-008985,1,"Pilot, Black Suit with Tie and Airplane Badge, White Hat",4,8873,6377-1,Delivery Center,1985,67
fig-008582,1,"Man - White Torso, Red Overall, Red Cap (3626a Head)",4,6177,7722-1,Steam Cargo Train,1985,235
fig-005115,1,"Shell - White Torso with Logo, Blue Legs, Red Cap",4,6564,7735-1,Freight Train,1985,234
fig-004567,1,"Knight (Crusader Lion) - Blue Legs, Chin-Guard",4,14177,6102-1,Castle Mini Figures,1985,202
fig-001125,1,"Man, Black Overalls, Red Cap (3626a Head)",4,229,1966-1,Car Repair Shop,1985,67
fig-008574,1,"Man, Blue Shirt with Buttons and Pockets, Black Legs, Red Cap",4,229,1966-1,Car Repair Shop,1985,67
fig-008990,1,"Man, Blue Overalls, Black Hard Hat",4,12699,6379-1,Riding Stable,1986,67
fig-001379,1,"Man, Red Jacket with Zipper, White Helmet",4,8520,1528-1,Dragster,1986,67
fig-006579,1,"Knight (Breastplate on Blue) - Blue Legs, Yellow Plume, 3626a",6,11176,6067-1,Guarded Inn,1986,199
fig-006570,1,"Knight (Breastplate on Red) - Blue Legs, Brown Hair",4,12641,6041-1,Armor Shop,1986,199
fig-006744,1,"Maiden - Blue Legs, Red Cone Hat, 3626a",5,11176,6067-1,Guarded Inn,1986,199
fig-000672,1,"Man, Yellow Shirt with Two Stripes and 'S', Light Gray Legs, Black Hard Hat",4,1402,6359-1,Horse Trailer,1986,67
fig-008486,1,"Postal Worker, Red Shirt with Horn Logo, Black Legs, Black Hair",4,4055,6301-1,Town Mini-Figures,1986,67
fig-010494,1,"Technic Figure Blue Legs, Red Top with Zip, Blue Arms, Black Hair - White Helmet",3,10183,8640-1,Polar Copter,1986,1
fig-010504,1,"Technic Figure Blue Legs, Red Top with Zipper Print, Black Arms - White Helmet",3,72911,8680-1,Arctic Rescue Base,1986,1
fig-010426,1,"Classic Spaceman, Yellow with Jetpack (3842b Helmet)",9,8473,1558-1,Mobile Command Trailer,1986,130
fig-000220,1,"Racer, White Shirt with Two Stripes and 'S', White Legs, Red Helmet",4,3893,6634-1,Stock Car,1986,67
fig-010427,1,"Classic Spaceman, Black with Jetpack (3842b Helmet)",9,8473,1558-1,Mobile Command Trailer,1986,130
fig-004538,1,Knight (Crusader Axe) - Black Legs,4,11176,6067-1,Guarded Inn,1986,199
fig-004539,1,Archer (Crusader Axe) - Black Legs,5,11176,6067-1,Guarded Inn,1986,199
fig-008819,1,"Woman, White Torso with Shell Logo, Blue Legs, Black Hair",4,52,6378-1,Shell Service Station,1986,67
fig-008484,1,"Doctor, Woman, White Jacket with Red Cross and Stethoscope, Black Hair (3626a Head)",4,4055,6301-1,Town Mini-Figures,1986,67
fig-006582,1,"Knight (Breastplate on Blue) - Red Legs, Blue Plume",6,12641,6041-1,Armor Shop,1986,199
fig-008485,1,"Woman, Red and White Striped Shirt, Red Legs, Brown Hair (3626a Head)",4,4055,6301-1,Town Mini-Figures,1986,67
fig-006944,1,"Classic Spaceman, Yellow with Jetpack",10,2706,6702-1,Minifig Pack,1986,143
fig-008739,2,"Man, Red Jacket with Zipper, Red Legs, White Hat",4,6813,1589-2,Breakdown Assistance (TCS Version),1986,67
fig-011235,1,"Technic Figure White Legs, White Top with Red Stripes Print, Blue Arms, White Helmet",3,3476,8620-1,Snow Scooter,1986,1
fig-010503,1,"Technic Figure White Legs, White Top with Red Stripes Print, Black Arms [Skier] - White Helmet",3,133133,8620-1,Snow Scooter,1986,1
fig-010379,1,"Blue Torso, White Legs, Brown Hair",4,8815,9356-1,Town Environment,1986,533
fig-010378,1,"Blue Torso, White Legs, Black Hair",4,8815,9356-1,Town Environment,1986,533
fig-010377,1,"Red Torso, Black Legs, Black Hair",4,8815,9356-1,Town Environment,1986,533
fig-010376,1,"White Torso, Blue Overall, Blue Cap",4,8815,9356-1,Town Environment,1986,533
fig-010375,1,"Woman - White Torso, Red Necklace, Red Legs, Brown Hair (3626a Head)",4,8815,9356-1,Town Environment,1986,533
fig-008991,1,"Man, Red Riding Jacket, Light Gray Legs, Black Hard Hat (3626a head)",4,12699,6379-1,Riding Stable,1986,67
fig-010374,1,"Woman, White Top with Red Necklace, Red Legs, Black Hair (3626a Head)",4,8815,9356-1,Town Environment,1986,533
fig-010406,1,"Classic Space Droid - Blue, Round Base",9,10675,6783-1,Sonar Transmitting Cruiser,1986,130
fig-000822,1,"Shell - White Torso with Logo, Blue Legs, Red Construction Helmet",4,4895,7813-1,Shell Tanker Wagon,1986,234
fig-000577,1,"Man, Plain Blue, Red Hard Hat",4,10355,6658-1,Bulldozer,1986,67
fig-004577,1,"Knight (Crusader Lion) - Light Gray Legs, Plastic Cape",5,7848,6012-1,Siege Cart,1986,199
fig-000209,1,"Man, Plain Red, White Cap",4,30936,6698-1,RV with Speedboat,1986,67
fig-006576,1,"Knight (Breastplate on Blue) - Black Legs, Dark Gray Helmet, Red Plume, Plastic Cape",6,15966,6074-1,Black Falcon's Fortress,1986,187
fig-006591,1,"Knight (Breastplate on Black) - Black Legs, Black Helmet, Blue Plume",6,15966,6074-1,Black Falcon's Fortress,1986,187
fig-004578,1,Archer (Crusader Lion) - Light Gray Legs,5,7848,6012-1,Siege Cart,1986,199
fig-008839,1,"Man, White Torso, Red Legs, Red Cap (3626a Head)",4,2326,6659-1,TV Camera Crew,1986,67
fig-010417,1,"Classic Space Droid - Grey, Control Panel",7,2706,6702-1,Minifig Pack,1986,143
fig-008997,1,"Man, Black Jacket over Red Shirt, Blue Legs, Brown Hair",4,2434,6360-1,Weekend Cottage,1986,67
fig-008998,1,"Red and White Striped Shirt, Red Legs, Black Hair (3626a Head)",4,2434,6360-1,Weekend Cottage,1986,67
fig-010416,1,"Classic Space Droid - Grey, Rocket Base",6,2706,6702-1,Minifig Pack,1986,143
fig-006747,1,"Maiden - Blue Legs, White Cone Hat",4,3781,6023-1,Maiden's Cart,1986,199
fig-004571,1,Knight (Crusader Axe) - Light Gray Legs,4,3781,6023-1,Maiden's Cart,1986,199
fig-000462,1,"Racer, White Shirt with Two Stripes and 'S', White Legs, Black Helmet",4,23411,6677-1,Motocross Racing,1986,67
fig-000348,1,"Man, White and Blue Striped Shirt, Blue Legs, Blue Cap",4,13610,6613-1,Telephone Booth,1986,67
fig-008309,1,"Admiral - Black Jacket, Black Legs, White Hat (3626a Head)",4,4021,4030-1,Cargo Carrier,1987,363
fig-008584,1,"Man, White and Blue Striped Shirt, White Legs, Red Cap",4,2335,6381-1,Motor Speedway,1987,67
fig-001118,1,"Woman, White Top with Red Necklace, White Legs, Brown Hair",4,1041,6501-1,Sport Convertible,1987,67
fig-008989,1,"Man, White Top with Large Red Stripe and 2 Blue Stripes, Red Legs, Black Hair",4,9251,1472-1,Holiday Home,1987,67
fig-008988,1,"Woman, Red and White Striped Shirt, White Legs, Black Hair (3626a Head)",4,9251,1472-1,Holiday Home,1987,67
fig-008816,1,"Man, White and Blue Striped Shirt, Blue Legs, Black Hair",4,9251,1472-1,Holiday Home,1987,67
fig-004393,1,"Woman - White Torso, Red Necklace, White Legs",4,9251,1472-1,Holiday Home,1987,67
fig-001184,2,"Man, White Torso with Shell Logo, Red Legs, Red Cap",4,1585,1470-1,Shell Station,1987,67
fig-008583,1,"Man, Blue Jacket with Zipper, Blue Legs, Blue Helmet",4,2335,6381-1,Motor Speedway,1987,67
fig-008310,2,"White Torso with Anchor, Black Legs, White Hat",4,4021,4030-1,Cargo Carrier,1987,363
fig-006560,1,"Knight (Breastplate on Red) - Blue Legs, Black Neck-Protector",4,6316,6049-1,Viking Voyager,1987,199
fig-008116,2,"Fireman, Red Jacket with Zipper, White Helmet",4,4127,4020-1,Fire Fighting Boat,1987,363
fig-008749,1,"Man, Black Overalls, Light Gray Cap",4,11716,6393-1,Big Rig Truck Stop,1987,67
fig-006946,2,"Futuron Spaceman, Red with Airtanks and Dark Blue Visor",6,13547,6953-1,Cosmic Laser Launcher,1987,132
fig-000088,1,"Futuron Spaceman, Yellow with Airtanks and Dark Blue Visor",6,13547,6953-1,Cosmic Laser Launcher,1987,132
fig-000747,1,"Futuron Spaceman, Blue with Airtanks and Dark Blue Visor",6,12243,6893-1,Orion II Hyperspace,1987,132
fig-008294,2,"Man, Red Jacket with Zipper and Pockets, Blue Legs, White Cap",4,11716,6393-1,Big Rig Truck Stop,1987,67
fig-008750,1,"Man, Blue Jacket with Highway Logo, Blue Legs, White Cap",4,11716,6393-1,Big Rig Truck Stop,1987,67
fig-000387,1,"Man, Red Jacket with Zipper, Red Legs, Black Helmet",4,12097,1496-1,Rally Car,1987,67
fig-000406,1,Blacktron I (3626a Head),6,8070,6894-1,Invader,1987,128
fig-010414,1,Blacktron Droid - Black,5,8070,6894-1,Invader,1987,128
fig-008999,1,"Woman, Red and White Striped Shirt, Red Legs, Brown Hair (3626a Head)",4,13087,1484-1,Town Houses,1987,67
fig-008765,1,"Man, Blue Shirt with Buttons and Pockets, Blue Legs, Black Hair",4,7552,6693-1,Refuse Collection Truck,1987,67
fig-008764,1,"Man, Blue Overalls, Black Hat",4,7552,6693-1,Refuse Collection Truck,1987,67
fig-001007,1,"Man, Blue Jacket with Highway Logo, Light Gray Legs, Red Cap",4,1669,6521-1,Emergency Repair Truck,1987,67
fig-000384,1,"Man, White Torso with Shell Logo, Red Legs, Red Hat",4,14160,1468-1,Shell Tanker,1987,67
fig-006594,1,"Knight (Breastplate on Black) - Black Legs, Black Helmet, Black Plume",5,12483,6035-1,Castle Guard,1987,187
fig-006887,1,"Knight (Black Falcon) - Black Legs, Red Hips, Rounded Shield, Neck-Protector",4,12483,6035-1,Castle Guard,1987,187
fig-009000,1,"Man, Black Jacket over Red Shirt, Light Gray Legs, White Cap",4,13087,1484-1,Town Houses,1987,67
fig-010418,1,Futuron Droid - Blue,6,10480,6884-1,Aero Module,1987,132
fig-010407,1,Classic Space Droid - Black and Grey,15,1922,6809-1,XT-5 and Droid,1987,130
fig-006553,1,"Knight (Crusader Lion) - Red Legs, Plastic Cape",5,5660,6017-1,King's Oarsmen,1987,199
fig-006870,1,"Forestman Archer (Forestmen) - Red, Brown Hat, Red Plume",6,10191,6066-1,Camouflaged Outpost,1987,194
fig-006852,1,Forestman (Forestmen) - Black,6,10191,6066-1,Camouflaged Outpost,1987,194
fig-006865,2,"Forestman Archer (Forestmen) - Blue, Brown Hat, Blue Plume",6,10191,6066-1,Camouflaged Outpost,1987,194
fig-006872,1,"Forestman Archer (Forestmen) - Red, Green Hat, Small Red Plume",6,10191,6066-1,Camouflaged Outpost,1987,194
fig-004566,1,"Archer (Crusader Lion) - Red Legs, Dark Gray Chin-Guard",5,11028,6062-1,Battering Ram,1987,187
